,Exposure,Car Age,Driver Age,Density,Claims,Power,Brand,Gas,Region
49,0.80069995,10.849632,59.26944,-648.92834,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
50,1.0328654,11.337817,70.59951,-899.7235,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R54
51,0.9859947,7.8616595,69.54109,-652.3551,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R54
52,0.7579006,3.4104142,41.834766,-798.79236,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R72
53,0.76210874,-0.88866377,69.77314,6457.643,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
54,0.5737584,23.236565,40.849266,5884.8027,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
55,0.18864945,11.725227,45.14325,-104.78772,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
56,0.63225317,12.585075,50.341843,-101.82532,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
57,0.06314123,5.9353924,32.666557,390.11267,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
58,0.4595421,7.33521,30.303232,-96.80408,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
59,0.5927869,7.1766357,41.686615,-1173.6447,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R53
60,1.0146064,5.6075063,60.66368,-809.5553,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
61,-0.20556039,6.069007,40.74082,-223.63025,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
62,0.26523337,7.486298,67.46524,840.69336,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
63,0.2068159,-1.076839,55.41263,5314.4136,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
64,1.2576396,10.380601,62.080307,-1334.8026,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
65,0.88916785,0.76892376,34.47274,19725.637,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
66,0.7017338,13.817141,46.373943,-526.1168,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
67,0.9360007,7.267836,40.462685,-1380.0648,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
68,0.26889077,5.6591005,40.987644,-15.78064,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R11
69,0.34761357,7.2852006,64.99134,3817.9692,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
70,0.42348135,12.3255825,49.36482,-233.84485,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
71,1.2979735,17.390812,49.329456,2676.2993,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R72
72,0.1948188,4.8814573,48.374718,-437.75427,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
73,0.46554753,9.9925785,36.685543,-974.422,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
74,1.0559418,9.550653,52.30664,-679.933,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R72
75,0.7413014,6.195915,53.958916,1668.1699,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
76,0.71004176,15.467034,12.504871,4842.879,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
77,0.7935922,10.112757,36.055206,-439.5819,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
78,0.6088302,3.0745072,41.192856,-1194.0323,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
79,0.32591397,2.602212,42.71356,-356.8324,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
80,0.3422314,0.29707146,36.604683,6158.142,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
81,0.008094668,16.563194,39.773502,79.68237,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
82,0.6731289,10.180014,44.182396,-57.499634,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
83,1.096523,31.841564,42.65728,11181.553,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
84,1.0727439,5.5768733,42.558533,-574.23645,ClaimNb_0,Power_k,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
85,0.75486827,1.6253195,38.23156,3623.543,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
86,0.28956008,2.1715012,64.068375,702.9282,ClaimNb_0,Power_f,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
87,0.47294044,6.413718,49.249184,-983.80896,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
88,0.7003414,4.1151543,50.3853,381.04407,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
89,0.4118665,2.941091,58.695766,-494.40564,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
90,0.8610039,-1.991632,78.45484,9073.788,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
91,0.470491,1.3396006,55.88328,441.60022,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
92,0.34054404,8.571083,20.375761,-1228.861,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R53
93,0.22818136,3.3449898,43.38787,-273.735,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
94,0.5118661,14.279566,34.415504,37.91858,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
95,0.476065,16.153875,45.218857,-1.2467041,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
96,0.14672297,2.5749755,75.89158,4128.3213,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
97,0.95028245,4.645572,63.60183,-923.6349,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
98,0.23925883,7.720232,41.039474,-398.11853,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
99,0.6793504,16.514343,15.615959,3777.0176,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
100,0.27204207,4.2830224,42.403408,1264.2314,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
101,0.79814863,6.487755,63.52307,192.97937,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
102,0.17829293,4.798382,36.865986,1.3859863,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
103,0.48072127,14.255581,49.28957,531.8684,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
104,0.79470474,4.492692,47.045677,-836.2572,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
105,1.1408927,21.13178,73.73248,504.76245,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
106,0.5655643,1.3570094,42.658546,442.70032,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
107,0.6180999,5.872294,42.23006,-297.98767,ClaimNb_0,Power_e,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
108,0.272034,13.552356,49.49677,-688.1559,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
109,0.53362185,6.435155,35.670246,-328.662,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
110,0.88985884,8.961128,52.45438,-623.1786,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R72
111,0.63731843,9.047254,56.126137,-650.7318,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
112,0.44602287,9.547935,24.688559,330.14734,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
113,0.4258644,10.52591,42.469765,-584.3712,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
114,0.5611076,17.087662,35.775196,67.76257,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
115,0.8704716,3.018558,20.70566,1980.1497,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
116,0.6332937,-0.84062624,64.197655,6615.61,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
117,1.0538186,8.36176,71.629036,-430.4723,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
118,0.06552574,0.07859421,25.142344,7690.6426,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
119,1.030333,12.109896,31.571842,819.61523,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
120,0.14247498,3.762432,51.014145,609.9232,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
121,-0.19997114,6.927784,53.593037,3194.9382,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
122,0.9830636,12.774647,83.05503,3284.6294,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
123,0.661542,4.9313354,22.636047,-109.82532,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
124,1.0840129,4.1598024,74.43528,854.3053,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
125,1.0291083,3.1848044,56.985893,-1449.786,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
126,0.16369972,12.693035,53.464455,1988.5483,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R52
127,0.55099136,2.8273768,35.58087,-1100.193,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
128,0.9607271,4.442754,55.17768,4270.005,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R72
129,0.3188581,14.745428,28.350498,-415.9203,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
130,0.9128223,7.45766,56.25292,-1275.1967,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
131,0.91384566,8.807322,55.83632,-1017.26917,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
132,0.1302715,-4.5414205,53.527172,5496.4204,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
133,0.4411943,5.3524227,47.917324,303.94116,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
134,0.69888186,2.0993037,20.38017,2104.5862,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R72
135,-0.009232581,2.821042,47.755074,1206.8044,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
136,0.5413158,2.913466,36.684464,-397.24817,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
137,0.9135645,12.010973,52.937183,164.34802,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
138,-0.059181333,-1.1688533,44.58051,17524.229,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
139,0.12902397,10.930626,36.175503,388.56335,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
140,0.5882175,6.1795335,40.668198,-798.53845,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
141,0.40582386,7.76479,18.690855,2474.3586,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
142,1.257865,21.023655,28.085396,3375.7764,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
143,0.6078268,6.1139803,71.951004,3243.7456,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
144,0.17002016,3.5816867,73.93359,7187.063,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
145,0.30815208,1.1046314,20.85682,6080.734,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
146,0.20599228,12.277967,34.413574,-433.78455,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
147,0.24285668,1.0578113,48.015232,-213.67932,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
148,0.16646281,3.8886592,51.658676,444.38928,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
149,0.91712224,10.281881,52.597282,14198.074,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R72
150,0.2359707,1.8051605,44.069637,23.806152,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R11
151,0.2523889,5.5954113,37.38798,-48.286377,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
152,0.8922379,7.471644,51.570755,-587.6986,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
153,0.6172573,7.41234,36.953453,-159.90027,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
154,0.34080005,2.662053,81.32529,3309.6108,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
155,0.6828795,9.0825405,60.86021,13914.575,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
156,0.46019757,18.839483,50.618084,269.76843,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
157,0.7466136,16.205568,37.907314,3.96167,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
158,-0.040831268,13.930196,35.11785,22.613403,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R52
159,0.9179059,6.351157,52.42095,-700.6129,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
160,0.1900622,8.584593,56.080902,1.6290283,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
161,0.37462837,4.760747,53.902237,10215.365,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
162,0.03157276,6.66706,22.879774,17699.752,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
163,1.0889738,4.9125977,52.04362,269.7682,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
164,0.26785672,2.8616586,40.07561,2059.0469,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
165,0.68331945,2.5156307,47.399647,115.81958,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
166,0.32905805,10.455171,18.673317,14373.057,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
167,0.15802327,5.331849,49.028538,992.72797,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
168,0.10935983,12.971375,34.75971,86.322876,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R72
169,0.24383044,3.5812972,43.77867,314.5498,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
170,0.10522112,5.780384,50.0038,456.69202,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
171,0.7133796,7.0993853,35.92352,-126.13855,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
172,0.59981084,6.856326,46.27334,-904.96545,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
173,0.96496356,6.196782,60.678577,-885.12415,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
174,0.031457126,3.9164183,40.16256,660.14575,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
175,0.03653115,5.408739,57.078026,505.45935,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
176,0.7760061,-0.97825575,60.453194,1287.2539,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
177,0.34608206,2.6699839,59.427567,2691.9316,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R11
178,0.45471704,9.656638,47.321003,-425.51526,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
179,0.45835075,7.5486565,44.58186,-505.21497,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
180,0.21429977,8.202615,26.471607,-1136.1942,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
181,0.26263067,9.914093,36.54403,572.77625,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
182,0.57844996,2.7960105,33.44338,-152.22034,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R72
183,0.6901143,5.3408117,60.279316,13612.489,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
184,0.9551431,8.845187,58.549088,-808.9186,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
185,0.4429295,8.319886,36.32216,2281.628,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
186,0.59657645,10.692302,34.530575,-608.65344,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
187,1.0939243,24.299221,57.912388,200.54736,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R72
188,0.39779878,15.194275,33.19658,18917.877,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
189,0.8555918,6.150355,12.728752,1059.2771,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R72
190,0.41321358,3.6559062,41.663933,-398.82117,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
191,0.09780234,6.907461,44.398285,330.96094,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
